block_id,Education,Experience,Position,SalaryBand,probability,DefaultSalary
22,Masters,15-30+,Senior,101k-120k,0.15584415584415584,111000
23,Masters,0-15,Junior,70k-100k,0.7,72000
23,PhD,0-15,Junior,70k-100k,0.3000000000000001,72000
24,Masters,0-15,Senior,101k-120k,0.42207792207792205,78000
24,Masters,0-15,Senior,121k+,0.2363636363636364,78000
24,Masters,0-15,Senior,70k-100k,0.18571428571428572,78000
24,Masters,15-30+,Senior,101k-120k,0.07792207792207792,78000
24,Masters,15-30+,Senior,121k+,0.04363636363636364,78000
24,Masters,15-30+,Senior,70k-100k,0.03428571428571429,78000
25,Masters,15-30+,Senior,121k+,0.7,131000
25,PhD,15-30+,Senior,121k+,0.3,131000
26,Masters,0-15,Senior,70k-100k,1.0,76000
27,Masters,15-30+,Junior,70k-100k,1.0,74000
28,Masters,15-30+,Senior,101k-120k,1.0,107000
29,PhD,15-30+,Senior,70k-100k,1.0,84000
30,Masters,0-15,Junior,70k-100k,1.0,76000
31,Masters,0-15,Senior,101k-120k,0.35000000000000003,102000
31,Masters,0-15,Senior,121k+,0.196,102000
31,Masters,0-15,Senior,70k-100k,0.154,102000
31,PhD,0-15,Senior,101k-120k,0.15000000000000002,102000
31,PhD,0-15,Senior,121k+,0.084,102000
31,PhD,0-15,Senior,70k-100k,0.066,102000
32,PhD,0-15,Manager,101k-120k,1.0,105000
33,Masters,0-15,Senior,70k-100k,0.8441558441558441,72000
33,Masters,15-30+,Senior,70k-100k,0.15584415584415587,72000
34,Masters,15-30+,Senior,121k+,1.0,128000
35,PhD,0-15,Senior,101k-120k,0.8441558441558441,113000
35,PhD,15-30+,Senior,101k-120k,0.15584415584415584,113000
36,Masters,0-15,Senior,70k-100k,0.7000000000000001,74000
36,PhD,0-15,Senior,70k-100k,0.3,74000
37,Masters,0-15,Senior,101k-120k,1.0,114000
38,Masters,15-30+,Senior,101k-120k,0.5,107000
38,Masters,15-30+,Senior,121k+,0.28,107000
38,Masters,15-30+,Senior,70k-100k,0.22000000000000003,107000
39,Masters,0-15,Senior,101k-120k,0.7,105000
39,PhD,0-15,Senior,101k-120k,0.3,105000
40,Masters,15-30+,Manager,101k-120k,0.7,111000
40,PhD,15-30+,Manager,101k-120k,0.30000000000000004,111000
41,Masters,0-15,Senior,101k-120k,0.29545454545454547,114000
41,Masters,0-15,Senior,121k+,0.16545454545454547,114000
41,Masters,0-15,Senior,70k-100k,0.13,114000
41,Masters,15-30+,Senior,101k-120k,0.05454545454545453,114000
41,Masters,15-30+,Senior,121k+,0.030545454545454542,114000
41,Masters,15-30+,Senior,70k-100k,0.023999999999999994,114000
41,PhD,0-15,Senior,101k-120k,0.1266233766233766,114000
41,PhD,0-15,Senior,121k+,0.07090909090909091,114000
41,PhD,0-15,Senior,70k-100k,0.05571428571428571,114000
41,PhD,15-30+,Senior,101k-120k,0.023376623376623377,114000
41,PhD,15-30+,Senior,121k+,0.013090909090909092,114000
41,PhD,15-30+,Senior,70k-100k,0.010285714285714285,114000
42,Masters,0-15,Manager,101k-120k,0.29,114000
42,Masters,0-15,Manager,121k+,0.65,114000
42,Masters,0-15,Manager,70k-100k,0.06,114000
43,Masters,15-30+,Senior,101k-120k,1.0,102000
44,Masters,0-15,Senior,70k-100k,0.8441558441558441,72000
44,Masters,15-30+,Senior,70k-100k,0.15584415584415587,72000
45,Masters,15-30+,Senior,101k-120k,1.0,105000
46,Masters,15-30+,Senior,121k+,1.0,135000
47,PhD,15-30+,Senior,70k-100k,1.0,86000
48,PhD,0-15,Junior,70k-100k,0.8441558441558441,72000
48,PhD,15-30+,Junior,70k-100k,0.15584415584415584,72000
49,Masters,0-15,Junior,70k-100k,0.8441558441558441,76000
49,Masters,15-30+,Junior,70k-100k,0.15584415584415584,76000
50,Masters,15-30+,Senior,121k+,1.0,131000
51,Masters,0-15,Senior,101k-120k,0.590909090909091,105000
51,Masters,15-30+,Senior,101k-120k,0.10909090909090909,105000
51,PhD,0-15,Senior,101k-120k,0.2532467532467533,105000
51,PhD,15-30+,Senior,101k-120k,0.046753246753246755,105000
52,Masters,15-30+,Manager,101k-120k,0.29,150000
52,Masters,15-30+,Manager,121k+,0.6500000000000001,150000
52,Masters,15-30+,Manager,70k-100k,0.060000000000000005,150000
53,PhD,15-30+,Senior,101k-120k,1.0,118000
54,Masters,15-30+,Manager,101k-120k,0.20299999999999996,135000
54,Masters,15-30+,Manager,121k+,0.4549999999999999,135000
54,Masters,15-30+,Manager,70k-100k,0.041999999999999996,135000
54,PhD,15-30+,Manager,101k-120k,0.08700000000000001,135000
54,PhD,15-30+,Manager,121k+,0.19500000000000003,135000
54,PhD,15-30+,Manager,70k-100k,0.018,135000
55,Masters,0-15,Manager,121k+,0.6999999999999998,150000
55,PhD,0-15,Manager,121k+,0.30000000000000004,150000
56,Masters,15-30+,Senior,121k+,1.0,125000
57,Masters,0-15,Senior,70k-100k,0.7000000000000001,72000
57,PhD,0-15,Senior,70k-100k,0.3,72000
58,Masters,0-15,Senior,101k-120k,0.42207792207792205,102000
58,Masters,0-15,Senior,121k+,0.2363636363636364,102000
58,Masters,0-15,Senior,70k-100k,0.18571428571428572,102000
58,Masters,15-30+,Senior,101k-120k,0.07792207792207792,102000
58,Masters,15-30+,Senior,121k+,0.04363636363636364,102000
58,Masters,15-30+,Senior,70k-100k,0.03428571428571429,102000
59,Masters,0-15,Senior,101k-120k,1.0,111000
60,Masters,15-30+,Senior,101k-120k,1.0,107000
61,PhD,15-30+,Senior,121k+,1.0,150000
62,PhD,0-15,Junior,70k-100k,0.8441558441558441,74000
62,PhD,15-30+,Junior,70k-100k,0.15584415584415584,74000
63,Masters,15-30+,Manager,70k-100k,1.0,84000
64,Masters,0-15,Junior,70k-100k,0.5909090909090908,80000
64,Masters,15-30+,Junior,70k-100k,0.10909090909090907,80000
64,PhD,0-15,Junior,70k-100k,0.2532467532467533,80000
64,PhD,15-30+,Junior,70k-100k,0.046753246753246755,80000
65,Masters,0-15,Junior,70k-100k,0.5909090909090908,72000
65,Masters,15-30+,Junior,70k-100k,0.10909090909090907,72000
65,PhD,0-15,Junior,70k-100k,0.2532467532467533,72000
65,PhD,15-30+,Junior,70k-100k,0.046753246753246755,72000
66,Masters,0-15,Junior,70k-100k,0.5909090909090908,72000
66,Masters,15-30+,Junior,70k-100k,0.10909090909090907,72000
66,PhD,0-15,Junior,70k-100k,0.2532467532467533,72000
66,PhD,15-30+,Junior,70k-100k,0.046753246753246755,72000
67,Masters,15-30+,Senior,101k-120k,0.7,107000
67,PhD,15-30+,Senior,101k-120k,0.30000000000000004,107000
68,Masters,0-15,Senior,121k+,0.8441558441558441,131000
68,Masters,15-30+,Senior,121k+,0.15584415584415584,131000
69,PhD,15-30+,Senior,121k+,1.0,131000
70,Masters,15-30+,Manager,101k-120k,0.29,105000
70,Masters,15-30+,Manager,121k+,0.6500000000000001,105000
70,Masters,15-30+,Manager,70k-100k,0.060000000000000005,105000
71,Masters,0-15,Junior,70k-100k,0.5909090909090908,76000
71,Masters,15-30+,Junior,70k-100k,0.10909090909090907,76000
71,PhD,0-15,Junior,70k-100k,0.2532467532467533,76000
71,PhD,15-30+,Junior,70k-100k,0.046753246753246755,76000
72,Masters,0-15,Senior,101k-120k,0.8441558441558442,114000
72,Masters,15-30+,Senior,101k-120k,0.15584415584415584,114000
73,Masters,15-30+,Senior,70k-100k,0.7,72000
73,PhD,15-30+,Senior,70k-100k,0.3,72000
74,PhD,0-15,Senior,101k-120k,0.8441558441558441,102000
74,PhD,15-30+,Senior,101k-120k,0.15584415584415584,102000
75,Masters,0-15,Senior,101k-120k,0.5,122000
75,Masters,0-15,Senior,121k+,0.28,122000
75,Masters,0-15,Senior,70k-100k,0.21999999999999997,122000
76,Masters,0-15,Junior,101k-120k,0.7,107000
76,PhD,0-15,Junior,101k-120k,0.30000000000000004,107000
77,Masters,0-15,Junior,70k-100k,0.7,76000
77,PhD,0-15,Junior,70k-100k,0.3000000000000001,76000
78,PhD,0-15,Manager,121k+,0.8441558441558442,131000
78,PhD,15-30+,Manager,121k+,0.15584415584415584,131000
79,PhD,0-15,Manager,121k+,0.8441558441558442,131000
79,PhD,15-30+,Manager,121k+,0.15584415584415584,131000
80,Masters,0-15,Senior,101k-120k,1.0,113000
81,Masters,0-15,Senior,101k-120k,0.590909090909091,118000
81,Masters,15-30+,Senior,101k-120k,0.10909090909090909,118000
81,PhD,0-15,Senior,101k-120k,0.2532467532467533,118000
81,PhD,15-30+,Senior,101k-120k,0.046753246753246755,118000
82,Masters,0-15,Junior,70k-100k,1.0,78000
83,Masters,0-15,Junior,70k-100k,0.5909090909090908,74000
83,Masters,15-30+,Junior,70k-100k,0.10909090909090907,74000
83,PhD,0-15,Junior,70k-100k,0.2532467532467533,74000
83,PhD,15-30+,Junior,70k-100k,0.046753246753246755,74000
84,Masters,15-30+,Senior,101k-120k,0.7,105000
84,PhD,15-30+,Senior,101k-120k,0.30000000000000004,105000
85,Masters,0-15,Junior,70k-100k,1.0,84000
86,Masters,0-15,Junior,101k-120k,0.8441558441558441,102000
86,Masters,15-30+,Junior,101k-120k,0.15584415584415584,102000
87,PhD,0-15,Manager,101k-120k,0.29,105000
87,PhD,0-15,Manager,121k+,0.6499999999999999,105000
87,PhD,0-15,Manager,70k-100k,0.06,105000
88,Masters,15-30+,Manager,121k+,1.0,125000
89,PhD,0-15,Manager,121k+,1.0,125000
90,Masters,0-15,Junior,70k-100k,1.0,84000
91,Masters,0-15,Manager,121k+,0.8441558441558441,140000
91,Masters,15-30+,Manager,121k+,0.15584415584415584,140000
92,Masters,15-30+,Senior,101k-120k,0.7,113000
92,PhD,15-30+,Senior,101k-120k,0.30000000000000004,113000
93,Masters,0-15,Junior,101k-120k,0.7,107000
93,PhD,0-15,Junior,101k-120k,0.30000000000000004,107000
94,Masters,0-15,Senior,101k-120k,0.7,107000
94,PhD,0-15,Senior,101k-120k,0.3,107000
95,Masters,0-15,Senior,101k-120k,0.7,105000
95,PhD,0-15,Senior,101k-120k,0.3,105000
96,PhD,15-30+,Senior,70k-100k,1.0,72000
97,Masters,0-15,Manager,101k-120k,0.29,131000
97,Masters,0-15,Manager,121k+,0.65,131000
97,Masters,0-15,Manager,70k-100k,0.06,131000
98,Masters,0-15,Senior,101k-120k,0.8441558441558442,111000
98,Masters,15-30+,Senior,101k-120k,0.15584415584415584,111000
99,Masters,0-15,Senior,101k-120k,0.7,105000
99,PhD,0-15,Senior,101k-120k,0.3,105000
100,Masters,15-30+,Senior,101k-120k,1.0,114000
101,PhD,15-30+,Manager,121k+,1.0,150000
102,PhD,0-15,Senior,121k+,1.0,122000
103,Masters,0-15,Senior,70k-100k,1.0,72000
104,Masters,0-15,Junior,70k-100k,0.7,76000
104,PhD,0-15,Junior,70k-100k,0.3000000000000001,76000
105,Masters,0-15,Junior,101k-120k,0.19415584415584414,74000
105,Masters,0-15,Junior,121k+,0.04220779220779221,74000
105,Masters,0-15,Junior,70k-100k,0.6077922077922078,74000
105,Masters,15-30+,Junior,101k-120k,0.035844155844155845,74000
105,Masters,15-30+,Junior,121k+,0.007792207792207792,74000
105,Masters,15-30+,Junior,70k-100k,0.11220779220779219,74000
106,PhD,15-30+,Senior,101k-120k,1.0,118000
107,PhD,0-15,Senior,70k-100k,0.8441558441558442,80000
107,PhD,15-30+,Senior,70k-100k,0.15584415584415584,80000
108,Masters,0-15,Senior,101k-120k,0.35000000000000003,84000
108,Masters,0-15,Senior,121k+,0.196,84000
108,Masters,0-15,Senior,70k-100k,0.154,84000
108,PhD,0-15,Senior,101k-120k,0.15000000000000002,84000
108,PhD,0-15,Senior,121k+,0.084,84000
108,PhD,0-15,Senior,70k-100k,0.066,84000
109,PhD,0-15,Senior,101k-120k,1.0,111000
110,Masters,0-15,Senior,101k-120k,0.8441558441558442,107000
110,Masters,15-30+,Senior,101k-120k,0.15584415584415584,107000
111,PhD,0-15,Senior,101k-120k,0.8441558441558441,114000
111,PhD,15-30+,Senior,101k-120k,0.15584415584415584,114000
112,PhD,15-30+,Senior,101k-120k,0.5,91000
112,PhD,15-30+,Senior,121k+,0.27999999999999997,91000
112,PhD,15-30+,Senior,70k-100k,0.22,91000
113,Masters,0-15,Senior,121k+,1.0,135000
114,Masters,0-15,Manager,101k-120k,0.20299999999999996,125000
114,Masters,0-15,Manager,121k+,0.4549999999999999,125000
114,Masters,0-15,Manager,70k-100k,0.04199999999999999,125000
114,PhD,0-15,Manager,101k-120k,0.08700000000000001,125000
114,PhD,0-15,Manager,121k+,0.19500000000000003,125000
114,PhD,0-15,Manager,70k-100k,0.018,125000
115,Masters,0-15,Senior,70k-100k,0.5909090909090909,80000
115,Masters,15-30+,Senior,70k-100k,0.10909090909090906,80000
115,PhD,0-15,Senior,70k-100k,0.2532467532467532,80000
115,PhD,15-30+,Senior,70k-100k,0.046753246753246755,80000
116,Masters,0-15,Junior,70k-100k,0.5909090909090908,72000
116,Masters,15-30+,Junior,70k-100k,0.10909090909090907,72000
116,PhD,0-15,Junior,70k-100k,0.2532467532467533,72000
116,PhD,15-30+,Junior,70k-100k,0.046753246753246755,72000
117,Masters,15-30+,Senior,101k-120k,0.7,102000
117,PhD,15-30+,Senior,101k-120k,0.30000000000000004,102000
118,Masters,0-15,Senior,101k-120k,0.5,111000
118,Masters,0-15,Senior,121k+,0.28,111000
118,Masters,0-15,Senior,70k-100k,0.21999999999999997,111000
119,Masters,0-15,Senior,101k-120k,0.35000000000000003,107000
119,Masters,0-15,Senior,121k+,0.196,107000
119,Masters,0-15,Senior,70k-100k,0.154,107000
119,PhD,0-15,Senior,101k-120k,0.15000000000000002,107000
119,PhD,0-15,Senior,121k+,0.084,107000
119,PhD,0-15,Senior,70k-100k,0.066,107000
120,PhD,15-30+,Manager,121k+,1.0,140000
121,Masters,15-30+,Manager,121k+,0.7,135000
121,PhD,15-30+,Manager,121k+,0.3000000000000001,135000
122,Masters,15-30+,Manager,121k+,1.0,125000
123,PhD,0-15,Junior,70k-100k,0.8441558441558441,91000
123,PhD,15-30+,Junior,70k-100k,0.15584415584415584,91000
124,PhD,0-15,Senior,101k-120k,0.8441558441558441,113000
124,PhD,15-30+,Senior,101k-120k,0.15584415584415584,113000
125,Masters,0-15,Manager,101k-120k,0.29,122000
125,Masters,0-15,Manager,121k+,0.65,122000
125,Masters,0-15,Manager,70k-100k,0.06,122000
126,Masters,15-30+,Manager,101k-120k,0.7,105000
126,PhD,15-30+,Manager,101k-120k,0.30000000000000004,105000
127,Masters,0-15,Junior,101k-120k,0.7,107000
127,PhD,0-15,Junior,101k-120k,0.30000000000000004,107000
128,Masters,0-15,Junior,101k-120k,0.8441558441558441,102000
128,Masters,15-30+,Junior,101k-120k,0.15584415584415584,102000
129,Masters,0-15,Manager,121k+,1.0,135000
130,Masters,0-15,Senior,121k+,0.8441558441558441,135000
130,Masters,15-30+,Senior,121k+,0.15584415584415584,135000
131,PhD,0-15,Manager,101k-120k,0.24480519480519478,140000
131,PhD,0-15,Manager,121k+,0.5487012987012987,140000
131,PhD,0-15,Manager,70k-100k,0.05064935064935065,140000
131,PhD,15-30+,Manager,101k-120k,0.045194805194805183,140000
131,PhD,15-30+,Manager,121k+,0.1012987012987013,140000
131,PhD,15-30+,Manager,70k-100k,0.00935064935064935,140000
132,Masters,15-30+,Manager,121k+,1.0,122000
133,Masters,0-15,Senior,121k+,0.8441558441558441,122000
133,Masters,15-30+,Senior,121k+,0.15584415584415584,122000
134,PhD,0-15,Senior,101k-120k,1.0,113000
135,Masters,15-30+,Senior,101k-120k,0.5,116000
135,Masters,15-30+,Senior,121k+,0.28,116000
135,Masters,15-30+,Senior,70k-100k,0.22000000000000003,116000
136,Masters,0-15,Junior,70k-100k,0.7,86000
136,PhD,0-15,Junior,70k-100k,0.3000000000000001,86000
137,PhD,0-15,Manager,101k-120k,1.0,107000
138,Masters,15-30+,Senior,101k-120k,1.0,120000
139,Masters,15-30+,Manager,121k+,1.0,128000
140,Masters,15-30+,Senior,101k-120k,0.7,118000
140,PhD,15-30+,Senior,101k-120k,0.30000000000000004,118000
141,PhD,0-15,Senior,101k-120k,1.0,116000
142,Masters,0-15,Manager,101k-120k,0.7,111000
142,PhD,0-15,Manager,101k-120k,0.30000000000000004,111000
143,Masters,15-30+,Senior,101k-120k,0.7,107000
143,PhD,15-30+,Senior,101k-120k,0.30000000000000004,107000
144,Masters,0-15,Senior,101k-120k,0.590909090909091,105000
144,Masters,15-30+,Senior,101k-120k,0.10909090909090909,105000
144,PhD,0-15,Senior,101k-120k,0.2532467532467533,105000
144,PhD,15-30+,Senior,101k-120k,0.046753246753246755,105000
145,Masters,15-30+,Senior,70k-100k,1.0,72000
146,Masters,15-30+,Manager,101k-120k,0.29,113000
146,Masters,15-30+,Manager,121k+,0.6500000000000001,113000
146,Masters,15-30+,Manager,70k-100k,0.060000000000000005,113000
147,Masters,15-30+,Manager,121k+,1.0,140000
148,Masters,0-15,Junior,70k-100k,1.0,91000
149,Masters,0-15,Junior,101k-120k,1.0,116000
150,Masters,0-15,Junior,70k-100k,0.8441558441558441,78000
150,Masters,15-30+,Junior,70k-100k,0.15584415584415584,78000
151,PhD,0-15,Senior,101k-120k,0.4220779220779221,102000
151,PhD,0-15,Senior,121k+,0.23636363636363641,102000
151,PhD,0-15,Senior,70k-100k,0.18571428571428572,102000
151,PhD,15-30+,Senior,101k-120k,0.07792207792207792,102000
151,PhD,15-30+,Senior,121k+,0.04363636363636364,102000
151,PhD,15-30+,Senior,70k-100k,0.03428571428571429,102000
152,Masters,0-15,Junior,70k-100k,0.8441558441558441,72000
152,Masters,15-30+,Junior,70k-100k,0.15584415584415584,72000
153,Masters,15-30+,Senior,101k-120k,1.0,105000
154,Masters,0-15,Junior,70k-100k,0.8441558441558441,72000
154,Masters,15-30+,Junior,70k-100k,0.15584415584415584,72000
155,PhD,15-30+,Senior,121k+,1.0,128000
156,Masters,15-30+,Senior,101k-120k,0.5,128000
156,Masters,15-30+,Senior,121k+,0.28,128000
156,Masters,15-30+,Senior,70k-100k,0.22000000000000003,128000
157,Masters,0-15,Manager,101k-120k,1.0,105000
158,Masters,15-30+,Senior,121k+,1.0,122000
159,Masters,0-15,Senior,70k-100k,0.8441558441558441,72000
159,Masters,15-30+,Senior,70k-100k,0.15584415584415587,72000
160,Masters,0-15,Senior,101k-120k,0.5,105000
160,Masters,0-15,Senior,121k+,0.28,105000
160,Masters,0-15,Senior,70k-100k,0.21999999999999997,105000
161,PhD,0-15,Manager,101k-120k,0.24480519480519478,122000
161,PhD,0-15,Manager,121k+,0.5487012987012987,122000
161,PhD,0-15,Manager,70k-100k,0.05064935064935065,122000
161,PhD,15-30+,Manager,101k-120k,0.045194805194805183,122000
161,PhD,15-30+,Manager,121k+,0.1012987012987013,122000
161,PhD,15-30+,Manager,70k-100k,0.00935064935064935,122000
162,Masters,0-15,Junior,101k-120k,1.0,102000
163,Masters,0-15,Manager,101k-120k,0.8441558441558441,105000
163,Masters,15-30+,Manager,101k-120k,0.15584415584415584,105000
164,Masters,0-15,Manager,121k+,0.8441558441558441,125000
164,Masters,15-30+,Manager,121k+,0.15584415584415584,125000
165,Masters,0-15,Senior,101k-120k,1.0,107000
166,Masters,0-15,Senior,101k-120k,0.5,76000
166,Masters,0-15,Senior,121k+,0.28,76000
166,Masters,0-15,Senior,70k-100k,0.21999999999999997,76000
167,PhD,15-30+,Senior,101k-120k,1.0,111000
168,Masters,0-15,Manager,70k-100k,0.8441558441558442,80000
168,Masters,15-30+,Manager,70k-100k,0.15584415584415584,80000
169,Masters,0-15,Junior,70k-100k,0.5909090909090908,80000
169,Masters,15-30+,Junior,70k-100k,0.10909090909090907,80000
169,PhD,0-15,Junior,70k-100k,0.2532467532467533,80000
169,PhD,15-30+,Junior,70k-100k,0.046753246753246755,80000
170,Masters,0-15,Manager,101k-120k,1.0,107000
171,Masters,15-30+,Manager,101k-120k,0.7,113000
171,PhD,15-30+,Manager,101k-120k,0.30000000000000004,113000
172,Masters,0-15,Senior,121k+,1.0,140000
173,Masters,0-15,Senior,101k-120k,1.0,105000
174,Masters,15-30+,Junior,121k+,0.7,150000
174,PhD,15-30+,Junior,121k+,0.3000000000000001,150000
175,Masters,15-30+,Manager,101k-120k,0.29,131000
175,Masters,15-30+,Manager,121k+,0.6500000000000001,131000
175,Masters,15-30+,Manager,70k-100k,0.060000000000000005,131000
176,Masters,0-15,Junior,101k-120k,1.0,120000
177,Masters,0-15,Senior,101k-120k,0.5,72000
177,Masters,0-15,Senior,121k+,0.28,72000
177,Masters,0-15,Senior,70k-100k,0.21999999999999997,72000
178,Masters,15-30+,Senior,121k+,0.7,122000
178,PhD,15-30+,Senior,121k+,0.3,122000
179,PhD,0-15,Senior,101k-120k,1.0,102000
180,PhD,0-15,Senior,101k-120k,0.5,76000
180,PhD,0-15,Senior,121k+,0.28,76000
180,PhD,0-15,Senior,70k-100k,0.21999999999999997,76000
181,PhD,0-15,Senior,101k-120k,0.8441558441558441,113000
181,PhD,15-30+,Senior,101k-120k,0.15584415584415584,113000
182,Masters,0-15,Senior,101k-120k,0.8441558441558442,105000
182,Masters,15-30+,Senior,101k-120k,0.15584415584415584,105000
183,Masters,0-15,Senior,70k-100k,0.5909090909090909,72000
183,Masters,15-30+,Senior,70k-100k,0.10909090909090906,72000
183,PhD,0-15,Senior,70k-100k,0.2532467532467532,72000
183,PhD,15-30+,Senior,70k-100k,0.046753246753246755,72000
184,Masters,15-30+,Senior,101k-120k,1.0,102000
185,Masters,0-15,Junior,70k-100k,0.8441558441558441,74000
185,Masters,15-30+,Junior,70k-100k,0.15584415584415584,74000
186,Masters,0-15,Senior,101k-120k,0.5,111000
186,Masters,0-15,Senior,121k+,0.28,111000
186,Masters,0-15,Senior,70k-100k,0.21999999999999997,111000
187,Masters,15-30+,Manager,101k-120k,1.0,114000
188,Masters,0-15,Junior,70k-100k,1.0,72000
189,PhD,15-30+,Senior,70k-100k,1.0,74000
190,Masters,0-15,Junior,101k-120k,0.22999999999999998,72000
190,Masters,0-15,Junior,121k+,0.05,72000
190,Masters,0-15,Junior,70k-100k,0.72,72000
191,Masters,15-30+,Senior,121k+,1.0,145000
192,Masters,15-30+,Junior,70k-100k,1.0,74000
193,Masters,0-15,Senior,101k-120k,1.0,107000
194,Masters,0-15,Senior,101k-120k,0.5,102000
194,Masters,0-15,Senior,121k+,0.28,102000
194,Masters,0-15,Senior,70k-100k,0.21999999999999997,102000
195,Masters,0-15,Junior,70k-100k,0.8441558441558441,72000
195,Masters,15-30+,Junior,70k-100k,0.15584415584415584,72000
196,Masters,15-30+,Manager,121k+,1.0,125000
197,Masters,0-15,Senior,101k-120k,1.0,111000
198,PhD,15-30+,Senior,121k+,1.0,125000
199,Masters,0-15,Manager,121k+,0.8441558441558441,131000
199,Masters,15-30+,Manager,121k+,0.15584415584415584,131000
200,Masters,0-15,Senior,101k-120k,1.0,107000
201,Masters,15-30+,Junior,70k-100k,0.7,78000
201,PhD,15-30+,Junior,70k-100k,0.30000000000000004,78000
202,Masters,15-30+,Senior,70k-100k,0.7,74000
202,PhD,15-30+,Senior,70k-100k,0.3,74000
203,Masters,0-15,Senior,121k+,0.8441558441558441,122000
203,Masters,15-30+,Senior,121k+,0.15584415584415584,122000
204,Masters,0-15,Senior,70k-100k,0.8441558441558441,74000
204,Masters,15-30+,Senior,70k-100k,0.15584415584415587,74000
205,Masters,0-15,Junior,70k-100k,0.7,74000
205,PhD,0-15,Junior,70k-100k,0.3000000000000001,74000
206,Masters,0-15,Junior,101k-120k,0.7,107000
206,PhD,0-15,Junior,101k-120k,0.30000000000000004,107000
207,Masters,15-30+,Manager,101k-120k,0.20299999999999996,113000
207,Masters,15-30+,Manager,121k+,0.4549999999999999,113000
207,Masters,15-30+,Manager,70k-100k,0.041999999999999996,113000
207,PhD,15-30+,Manager,101k-120k,0.08700000000000001,113000
207,PhD,15-30+,Manager,121k+,0.19500000000000003,113000
207,PhD,15-30+,Manager,70k-100k,0.018,113000
208,Masters,15-30+,Senior,70k-100k,1.0,86000
209,Masters,0-15,Junior,101k-120k,1.0,105000
210,Masters,15-30+,Senior,70k-100k,0.7,72000
210,PhD,15-30+,Senior,70k-100k,0.3,72000
211,Masters,15-30+,Manager,101k-120k,0.29,145000
211,Masters,15-30+,Manager,121k+,0.6500000000000001,145000
211,Masters,15-30+,Manager,70k-100k,0.060000000000000005,145000
212,Masters,0-15,Senior,70k-100k,0.8441558441558441,76000
212,Masters,15-30+,Senior,70k-100k,0.15584415584415587,76000
213,Masters,0-15,Senior,70k-100k,0.8441558441558441,78000
213,Masters,15-30+,Senior,70k-100k,0.15584415584415587,78000
214,Masters,0-15,Senior,101k-120k,0.42207792207792205,128000
214,Masters,0-15,Senior,121k+,0.2363636363636364,128000
214,Masters,0-15,Senior,70k-100k,0.18571428571428572,128000
214,Masters,15-30+,Senior,101k-120k,0.07792207792207792,128000
214,Masters,15-30+,Senior,121k+,0.04363636363636364,128000
214,Masters,15-30+,Senior,70k-100k,0.03428571428571429,128000
215,Masters,0-15,Senior,101k-120k,0.590909090909091,105000
215,Masters,15-30+,Senior,101k-120k,0.10909090909090909,105000
215,PhD,0-15,Senior,101k-120k,0.2532467532467533,105000
215,PhD,15-30+,Senior,101k-120k,0.046753246753246755,105000
