block_id,Education,Experience,Position,SalaryBand,probability,DefaultSalary
31,PhD,15-30+,Senior,70k-100k,1.0,72000
32,Masters,15-30+,Manager,101k-120k,0.29,125000
32,Masters,15-30+,Manager,121k+,0.6500000000000001,125000
32,Masters,15-30+,Manager,70k-100k,0.060000000000000005,125000
33,Masters,0-15,Junior,70k-100k,0.5909090909090908,72000
33,Masters,15-30+,Junior,70k-100k,0.10909090909090907,72000
33,PhD,0-15,Junior,70k-100k,0.2532467532467533,72000
33,PhD,15-30+,Junior,70k-100k,0.046753246753246755,72000
34,Masters,15-30+,Senior,70k-100k,1.0,76000
35,Masters,0-15,Senior,121k+,1.0,140000
36,Masters,0-15,Senior,101k-120k,0.5,105000
36,Masters,0-15,Senior,121k+,0.28,105000
36,Masters,0-15,Senior,70k-100k,0.21999999999999997,105000
37,Masters,0-15,Junior,101k-120k,0.8441558441558441,114000
37,Masters,15-30+,Junior,101k-120k,0.15584415584415584,114000
38,Masters,15-30+,Senior,70k-100k,0.7,74000
38,PhD,15-30+,Senior,70k-100k,0.3,74000
39,PhD,15-30+,Senior,121k+,1.0,125000
40,Masters,0-15,Junior,70k-100k,0.5909090909090908,76000
40,Masters,15-30+,Junior,70k-100k,0.10909090909090907,76000
40,PhD,0-15,Junior,70k-100k,0.2532467532467533,76000
40,PhD,15-30+,Junior,70k-100k,0.046753246753246755,76000
41,Masters,15-30+,Senior,101k-120k,1.0,114000
42,Masters,0-15,Senior,70k-100k,0.7000000000000001,84000
42,PhD,0-15,Senior,70k-100k,0.3,84000
43,Masters,0-15,Senior,121k+,0.5909090909090909,125000
43,Masters,15-30+,Senior,121k+,0.10909090909090909,125000
43,PhD,0-15,Senior,121k+,0.2532467532467532,125000
43,PhD,15-30+,Senior,121k+,0.04675324675324676,125000
44,Masters,0-15,Senior,101k-120k,0.5,102000
44,Masters,0-15,Senior,121k+,0.28,102000
44,Masters,0-15,Senior,70k-100k,0.21999999999999997,102000
45,Masters,0-15,Junior,70k-100k,0.5909090909090908,74000
45,Masters,15-30+,Junior,70k-100k,0.10909090909090907,74000
45,PhD,0-15,Junior,70k-100k,0.2532467532467533,74000
45,PhD,15-30+,Junior,70k-100k,0.046753246753246755,74000
46,Masters,0-15,Senior,121k+,0.8441558441558441,135000
46,Masters,15-30+,Senior,121k+,0.15584415584415584,135000
47,Masters,0-15,Senior,121k+,0.8441558441558441,145000
47,Masters,15-30+,Senior,121k+,0.15584415584415584,145000
48,PhD,0-15,Senior,121k+,1.0,122000
49,PhD,0-15,Senior,121k+,1.0,131000
50,Masters,0-15,Senior,121k+,0.7,131000
50,PhD,0-15,Senior,121k+,0.30000000000000004,131000
51,Masters,0-15,Senior,70k-100k,1.0,74000
52,Masters,15-30+,Senior,101k-120k,1.0,118000
53,Masters,15-30+,Senior,70k-100k,1.0,91000
54,Masters,0-15,Senior,101k-120k,1.0,113000
55,Masters,0-15,Junior,101k-120k,1.0,118000
56,Masters,15-30+,Senior,101k-120k,0.7,105000
56,PhD,15-30+,Senior,101k-120k,0.30000000000000004,105000
57,Masters,0-15,Senior,121k+,0.8441558441558441,122000
57,Masters,15-30+,Senior,121k+,0.15584415584415584,122000
58,Masters,15-30+,Manager,101k-120k,0.29,102000
58,Masters,15-30+,Manager,121k+,0.6500000000000001,102000
58,Masters,15-30+,Manager,70k-100k,0.060000000000000005,102000
59,Masters,0-15,Senior,101k-120k,1.0,111000
60,Masters,0-15,Senior,70k-100k,1.0,76000
61,Masters,15-30+,Senior,121k+,0.7,150000
61,PhD,15-30+,Senior,121k+,0.3,150000
62,Masters,0-15,Junior,101k-120k,0.5909090909090909,105000
62,Masters,15-30+,Junior,101k-120k,0.10909090909090909,105000
62,PhD,0-15,Junior,101k-120k,0.25324675324675333,105000
62,PhD,15-30+,Junior,101k-120k,0.04675324675324676,105000
63,Masters,0-15,Senior,101k-120k,0.35000000000000003,114000
63,Masters,0-15,Senior,121k+,0.196,114000
63,Masters,0-15,Senior,70k-100k,0.154,114000
63,PhD,0-15,Senior,101k-120k,0.15000000000000002,114000
63,PhD,0-15,Senior,121k+,0.084,114000
63,PhD,0-15,Senior,70k-100k,0.066,114000
64,PhD,0-15,Senior,101k-120k,0.5,114000
64,PhD,0-15,Senior,121k+,0.28,114000
64,PhD,0-15,Senior,70k-100k,0.21999999999999997,114000
65,Masters,0-15,Junior,101k-120k,0.5909090909090909,102000
65,Masters,15-30+,Junior,101k-120k,0.10909090909090909,102000
65,PhD,0-15,Junior,101k-120k,0.25324675324675333,102000
65,PhD,15-30+,Junior,101k-120k,0.04675324675324676,102000
66,PhD,0-15,Manager,101k-120k,0.24480519480519478,125000
66,PhD,0-15,Manager,121k+,0.5487012987012987,125000
66,PhD,0-15,Manager,70k-100k,0.05064935064935065,125000
66,PhD,15-30+,Manager,101k-120k,0.045194805194805183,125000
66,PhD,15-30+,Manager,121k+,0.1012987012987013,125000
66,PhD,15-30+,Manager,70k-100k,0.00935064935064935,125000
67,Masters,0-15,Senior,121k+,1.0,131000
68,Masters,0-15,Manager,101k-120k,0.8441558441558441,111000
68,Masters,15-30+,Manager,101k-120k,0.15584415584415584,111000
69,Masters,0-15,Junior,70k-100k,0.8441558441558441,76000
69,Masters,15-30+,Junior,70k-100k,0.15584415584415584,76000
70,Masters,0-15,Senior,101k-120k,0.35000000000000003,128000
70,Masters,0-15,Senior,121k+,0.196,128000
70,Masters,0-15,Senior,70k-100k,0.154,128000
70,PhD,0-15,Senior,101k-120k,0.15000000000000002,128000
70,PhD,0-15,Senior,121k+,0.084,128000
70,PhD,0-15,Senior,70k-100k,0.066,128000
71,Masters,15-30+,Senior,101k-120k,1.0,107000
72,Masters,15-30+,Senior,121k+,1.0,145000
73,Masters,0-15,Senior,101k-120k,0.5,105000
73,Masters,0-15,Senior,121k+,0.28,105000
73,Masters,0-15,Senior,70k-100k,0.21999999999999997,105000
74,Masters,15-30+,Senior,101k-120k,1.0,102000
75,Masters,0-15,Manager,101k-120k,0.20299999999999996,122000
75,Masters,0-15,Manager,121k+,0.4549999999999999,122000
75,Masters,0-15,Manager,70k-100k,0.04199999999999999,122000
75,PhD,0-15,Manager,101k-120k,0.08700000000000001,122000
75,PhD,0-15,Manager,121k+,0.19500000000000003,122000
75,PhD,0-15,Manager,70k-100k,0.018,122000
76,Masters,15-30+,Senior,101k-120k,0.7,107000
76,PhD,15-30+,Senior,101k-120k,0.30000000000000004,107000
77,PhD,0-15,Senior,121k+,0.8441558441558442,131000
77,PhD,15-30+,Senior,121k+,0.15584415584415587,131000
78,Masters,0-15,Junior,70k-100k,0.8441558441558441,76000
78,Masters,15-30+,Junior,70k-100k,0.15584415584415584,76000
79,PhD,0-15,Junior,70k-100k,1.0,76000
80,Masters,0-15,Junior,70k-100k,0.5909090909090908,80000
80,Masters,15-30+,Junior,70k-100k,0.10909090909090907,80000
80,PhD,0-15,Junior,70k-100k,0.2532467532467533,80000
80,PhD,15-30+,Junior,70k-100k,0.046753246753246755,80000
81,Masters,0-15,Senior,101k-120k,1.0,118000
82,Masters,0-15,Senior,101k-120k,1.0,111000
83,Masters,0-15,Manager,101k-120k,0.7,105000
83,PhD,0-15,Manager,101k-120k,0.30000000000000004,105000
84,Masters,0-15,Junior,101k-120k,0.8441558441558441,105000
84,Masters,15-30+,Junior,101k-120k,0.15584415584415584,105000
85,PhD,0-15,Senior,101k-120k,0.4220779220779221,114000
85,PhD,0-15,Senior,121k+,0.23636363636363641,114000
85,PhD,0-15,Senior,70k-100k,0.18571428571428572,114000
85,PhD,15-30+,Senior,101k-120k,0.07792207792207792,114000
85,PhD,15-30+,Senior,121k+,0.04363636363636364,114000
85,PhD,15-30+,Senior,70k-100k,0.03428571428571429,114000
86,PhD,15-30+,Senior,101k-120k,1.0,102000
87,Masters,0-15,Junior,101k-120k,0.7,105000
87,PhD,0-15,Junior,101k-120k,0.30000000000000004,105000
88,PhD,0-15,Manager,101k-120k,0.29,125000
88,PhD,0-15,Manager,121k+,0.6499999999999999,125000
88,PhD,0-15,Manager,70k-100k,0.06,125000
89,Masters,0-15,Senior,101k-120k,0.5,125000
89,Masters,0-15,Senior,121k+,0.28,125000
89,Masters,0-15,Senior,70k-100k,0.21999999999999997,125000
90,Masters,0-15,Junior,101k-120k,1.0,114000
91,Masters,0-15,Junior,101k-120k,0.7,113000
91,PhD,0-15,Junior,101k-120k,0.30000000000000004,113000
92,PhD,0-15,Senior,70k-100k,1.0,78000
93,Masters,0-15,Junior,70k-100k,0.7,76000
93,PhD,0-15,Junior,70k-100k,0.3000000000000001,76000
94,Masters,0-15,Senior,70k-100k,0.5909090909090909,74000
94,Masters,15-30+,Senior,70k-100k,0.10909090909090906,74000
94,PhD,0-15,Senior,70k-100k,0.2532467532467532,74000
94,PhD,15-30+,Senior,70k-100k,0.046753246753246755,74000
95,Masters,15-30+,Senior,101k-120k,0.7,105000
95,PhD,15-30+,Senior,101k-120k,0.30000000000000004,105000
96,Masters,0-15,Junior,70k-100k,0.8441558441558441,72000
96,Masters,15-30+,Junior,70k-100k,0.15584415584415584,72000
97,Masters,15-30+,Manager,121k+,1.0,131000
98,Masters,15-30+,Senior,101k-120k,0.5,131000
98,Masters,15-30+,Senior,121k+,0.28,131000
98,Masters,15-30+,Senior,70k-100k,0.22000000000000003,131000
99,Masters,0-15,Senior,121k+,0.5909090909090909,125000
99,Masters,15-30+,Senior,121k+,0.10909090909090909,125000
99,PhD,0-15,Senior,121k+,0.2532467532467532,125000
99,PhD,15-30+,Senior,121k+,0.04675324675324676,125000
100,PhD,0-15,Senior,101k-120k,1.0,114000
