block_id,Education,Experience,Position,SalaryBand,probability,DefaultSalary
37,PhD,15-30+,Junior,70k-100k,0.15584415584415584,84000
38,PhD,0-15,Senior,101k-120k,1.0,107000
39,Masters,0-15,Junior,101k-120k,0.5909090909090909,105000
39,Masters,15-30+,Junior,101k-120k,0.10909090909090909,105000
39,PhD,0-15,Junior,101k-120k,0.25324675324675333,105000
39,PhD,15-30+,Junior,101k-120k,0.04675324675324676,105000
40,Masters,15-30+,Senior,101k-120k,1.0,111000
41,Masters,0-15,Senior,101k-120k,1.0,114000
42,Masters,0-15,Junior,70k-100k,1.0,84000
43,Masters,0-15,Senior,101k-120k,0.8441558441558442,102000
43,Masters,15-30+,Senior,101k-120k,0.15584415584415584,102000
44,Masters,0-15,Manager,101k-120k,1.0,102000
45,Masters,0-15,Senior,121k+,0.5909090909090909,125000
45,Masters,15-30+,Senior,121k+,0.10909090909090909,125000
45,PhD,0-15,Senior,121k+,0.2532467532467532,125000
45,PhD,15-30+,Senior,121k+,0.04675324675324676,125000
46,PhD,15-30+,Senior,101k-120k,1.0,113000
47,Masters,0-15,Senior,101k-120k,0.7,116000
47,PhD,0-15,Senior,101k-120k,0.3,116000
48,Masters,0-15,Junior,121k+,1.0,122000
49,Masters,0-15,Senior,101k-120k,0.42207792207792205,76000
49,Masters,0-15,Senior,121k+,0.2363636363636364,76000
49,Masters,0-15,Senior,70k-100k,0.18571428571428572,76000
49,Masters,15-30+,Senior,101k-120k,0.07792207792207792,76000
49,Masters,15-30+,Senior,121k+,0.04363636363636364,76000
49,Masters,15-30+,Senior,70k-100k,0.03428571428571429,76000
50,Masters,0-15,Senior,101k-120k,0.35000000000000003,76000
50,Masters,0-15,Senior,121k+,0.196,76000
50,Masters,0-15,Senior,70k-100k,0.154,76000
50,PhD,0-15,Senior,101k-120k,0.15000000000000002,76000
50,PhD,0-15,Senior,121k+,0.084,76000
50,PhD,0-15,Senior,70k-100k,0.066,76000
