block_id,Position,SalaryBand,probability
526,Senior,101k-120k,1.0
527,Senior,121k+,1.0
528,Senior,70k-100k,1.0
529,Senior,121k+,1.0
530,Senior,101k-120k,1.0
531,Junior,121k+,1.0
532,Senior,101k-120k,1.0
533,Manager,101k-120k,1.0
534,Senior,101k-120k,1.0
535,Senior,70k-100k,1.0
536,Senior,101k-120k,1.0
537,Senior,101k-120k,1.0000000000000002
538,Senior,101k-120k,0.5
538,Senior,121k+,0.28
538,Senior,70k-100k,0.22000000000000003
539,Manager,121k+,1.0
540,Senior,101k-120k,0.5
540,Senior,121k+,0.28
540,Senior,70k-100k,0.22
541,Manager,121k+,0.9999999999999999
542,Senior,101k-120k,1.0
543,Junior,70k-100k,0.9999999999999999
544,Manager,101k-120k,0.29
544,Manager,121k+,0.6500000000000001
544,Manager,70k-100k,0.060000000000000005
545,Senior,101k-120k,0.5
545,Senior,121k+,0.28
545,Senior,70k-100k,0.22
546,Junior,70k-100k,0.9999999999999999
547,Manager,121k+,1.0
548,Manager,101k-120k,0.29
548,Manager,121k+,0.6500000000000001
548,Manager,70k-100k,0.060000000000000005
549,Junior,70k-100k,1.0
550,Manager,101k-120k,1.0
551,Junior,101k-120k,0.22999999999999998
551,Junior,121k+,0.05
551,Junior,70k-100k,0.72
552,Senior,101k-120k,1.0
553,Senior,101k-120k,1.0
554,Senior,101k-120k,1.0
555,Manager,101k-120k,0.29
555,Manager,121k+,0.65
555,Manager,70k-100k,0.06
556,Junior,101k-120k,1.0
557,Senior,101k-120k,0.5
557,Senior,121k+,0.28
557,Senior,70k-100k,0.21999999999999997
558,Senior,70k-100k,1.0
559,Senior,101k-120k,0.5
559,Senior,121k+,0.28
559,Senior,70k-100k,0.22000000000000003
560,Senior,70k-100k,1.0
561,Senior,101k-120k,0.5
561,Senior,121k+,0.28
561,Senior,70k-100k,0.22
562,Junior,70k-100k,1.0
563,Junior,101k-120k,0.23000000000000004
563,Junior,121k+,0.05000000000000001
563,Junior,70k-100k,0.7200000000000001
564,Manager,101k-120k,0.29
564,Manager,121k+,0.6499999999999999
564,Manager,70k-100k,0.06
565,Senior,121k+,1.0
566,Junior,70k-100k,1.0
567,Junior,101k-120k,1.0
568,Junior,70k-100k,1.0
569,Senior,101k-120k,0.5
569,Senior,121k+,0.28
569,Senior,70k-100k,0.22
570,Senior,101k-120k,1.0
571,Senior,101k-120k,1.0
572,Senior,101k-120k,1.0
573,Senior,101k-120k,1.0
574,Junior,70k-100k,1.0
575,Senior,101k-120k,0.5
575,Senior,121k+,0.27999999999999997
575,Senior,70k-100k,0.22
576,Manager,121k+,1.0
577,Senior,121k+,1.0
578,Senior,121k+,1.0
579,Senior,70k-100k,1.0
580,Junior,70k-100k,1.0
581,Senior,101k-120k,1.0
582,Junior,70k-100k,1.0
583,Senior,121k+,1.0
584,Senior,121k+,1.0
585,Senior,101k-120k,0.5
585,Senior,121k+,0.28
585,Senior,70k-100k,0.21999999999999997
586,Senior,101k-120k,0.5
586,Senior,121k+,0.28
586,Senior,70k-100k,0.21999999999999997
587,Senior,70k-100k,1.0
