block_id,eid,Education,Experience,Position,probability
110,110,Masters,15-30+,Senior,0.155844155844156
111,111,PhD,0-15,Senior,0.844155844155844
111,111,PhD,15-30+,Senior,0.155844155844156
112,112,PhD,15-30+,Senior,1.0
113,113,Masters,0-15,Senior,1.0
114,114,Masters,0-15,Manager,0.7
114,114,PhD,0-15,Manager,0.3
115,115,Masters,0-15,Senior,0.590909090909091
115,115,Masters,15-30+,Senior,0.109090909090909
115,115,PhD,0-15,Senior,0.253246753246753
115,115,PhD,15-30+,Senior,0.0467532467532468
116,116,Masters,0-15,Junior,0.590909090909091
116,116,Masters,15-30+,Junior,0.109090909090909
116,116,PhD,0-15,Junior,0.253246753246753
116,116,PhD,15-30+,Junior,0.0467532467532468
117,117,Masters,15-30+,Senior,0.7
117,117,PhD,15-30+,Senior,0.3
118,118,Masters,0-15,Senior,1.0
119,119,Masters,0-15,Senior,0.7
119,119,PhD,0-15,Senior,0.3
120,120,PhD,15-30+,Manager,1.0
121,121,Masters,15-30+,Manager,0.7
121,121,PhD,15-30+,Manager,0.3
122,122,Masters,15-30+,Manager,1.0
123,123,PhD,0-15,Junior,0.844155844155844
123,123,PhD,15-30+,Junior,0.155844155844156
124,124,PhD,0-15,Senior,0.844155844155844
124,124,PhD,15-30+,Senior,0.155844155844156
125,125,Masters,0-15,Manager,1.0
126,126,Masters,15-30+,Manager,0.7
126,126,PhD,15-30+,Manager,0.3
127,127,Masters,0-15,Junior,0.7
127,127,PhD,0-15,Junior,0.3
128,128,Masters,0-15,Junior,0.844155844155844
128,128,Masters,15-30+,Junior,0.155844155844156
129,129,Masters,0-15,Manager,1.0
130,130,Masters,0-15,Senior,0.844155844155844
130,130,Masters,15-30+,Senior,0.155844155844156
131,131,PhD,0-15,Manager,0.844155844155844
131,131,PhD,15-30+,Manager,0.155844155844156
132,132,Masters,15-30+,Manager,1.0
133,133,Masters,0-15,Senior,0.844155844155844
133,133,Masters,15-30+,Senior,0.155844155844156
134,134,PhD,0-15,Senior,1.0
135,135,Masters,15-30+,Senior,1.0
136,136,Masters,0-15,Junior,0.7
136,136,PhD,0-15,Junior,0.3
137,137,PhD,0-15,Manager,1.0
138,138,Masters,15-30+,Senior,1.0
139,139,Masters,15-30+,Manager,1.0
140,140,Masters,15-30+,Senior,0.7
140,140,PhD,15-30+,Senior,0.3
141,141,PhD,0-15,Senior,1.0
142,142,Masters,0-15,Manager,0.7
142,142,PhD,0-15,Manager,0.3
143,143,Masters,15-30+,Senior,0.7
143,143,PhD,15-30+,Senior,0.3
144,144,Masters,0-15,Senior,0.590909090909091
144,144,Masters,15-30+,Senior,0.109090909090909
144,144,PhD,0-15,Senior,0.253246753246753
144,144,PhD,15-30+,Senior,0.0467532467532468
145,145,Masters,15-30+,Senior,1.0
146,146,Masters,15-30+,Manager,1.0
147,147,Masters,15-30+,Manager,1.0
148,148,Masters,0-15,Junior,1.0
149,149,Masters,0-15,Junior,1.0
150,150,Masters,0-15,Junior,0.844155844155844
150,150,Masters,15-30+,Junior,0.155844155844156
151,151,PhD,0-15,Senior,0.844155844155844
151,151,PhD,15-30+,Senior,0.155844155844156
152,152,Masters,0-15,Junior,0.844155844155844
152,152,Masters,15-30+,Junior,0.155844155844156
153,153,Masters,15-30+,Senior,1.0
154,154,Masters,0-15,Junior,0.844155844155844
154,154,Masters,15-30+,Junior,0.155844155844156
155,155,PhD,15-30+,Senior,1.0
156,156,Masters,15-30+,Senior,1.0
157,157,Masters,0-15,Manager,1.0
158,158,Masters,15-30+,Senior,1.0
159,159,Masters,0-15,Senior,0.844155844155844
159,159,Masters,15-30+,Senior,0.155844155844156
160,160,Masters,0-15,Senior,1.0
161,161,PhD,0-15,Manager,0.844155844155844
161,161,PhD,15-30+,Manager,0.155844155844156
162,162,Masters,0-15,Junior,1.0
163,163,Masters,0-15,Manager,0.844155844155844
163,163,Masters,15-30+,Manager,0.155844155844156
164,164,Masters,0-15,Manager,0.844155844155844
164,164,Masters,15-30+,Manager,0.155844155844156
165,165,Masters,0-15,Senior,1.0
166,166,Masters,0-15,Senior,1.0
167,167,PhD,15-30+,Senior,1.0
168,168,Masters,0-15,Manager,0.844155844155844
168,168,Masters,15-30+,Manager,0.155844155844156
169,169,Masters,0-15,Junior,0.590909090909091
169,169,Masters,15-30+,Junior,0.109090909090909
169,169,PhD,0-15,Junior,0.253246753246753
169,169,PhD,15-30+,Junior,0.0467532467532468
170,170,Masters,0-15,Manager,1.0
171,171,Masters,15-30+,Manager,0.7
171,171,PhD,15-30+,Manager,0.3
172,172,Masters,0-15,Senior,1.0
173,173,Masters,0-15,Senior,1.0
174,174,Masters,15-30+,Junior,0.7
174,174,PhD,15-30+,Junior,0.3
175,175,Masters,15-30+,Manager,1.0
176,176,Masters,0-15,Junior,1.0
177,177,Masters,0-15,Senior,1.0
178,178,Masters,15-30+,Senior,0.7
178,178,PhD,15-30+,Senior,0.3
179,179,PhD,0-15,Senior,1.0
180,180,PhD,0-15,Senior,1.0
181,181,PhD,0-15,Senior,0.844155844155844
181,181,PhD,15-30+,Senior,0.155844155844156
182,182,Masters,0-15,Senior,0.844155844155844
182,182,Masters,15-30+,Senior,0.155844155844156
183,183,Masters,0-15,Senior,0.590909090909091
183,183,Masters,15-30+,Senior,0.109090909090909
183,183,PhD,0-15,Senior,0.253246753246753
183,183,PhD,15-30+,Senior,0.0467532467532468
184,184,Masters,15-30+,Senior,1.0
185,185,Masters,0-15,Junior,0.844155844155844
185,185,Masters,15-30+,Junior,0.155844155844156
186,186,Masters,0-15,Senior,1.0
187,187,Masters,15-30+,Manager,1.0
188,188,Masters,0-15,Junior,1.0
189,189,PhD,15-30+,Senior,1.0
190,190,Masters,0-15,Junior,1.0
191,191,Masters,15-30+,Senior,1.0
192,192,Masters,15-30+,Junior,1.0
193,193,Masters,0-15,Senior,1.0
194,194,Masters,0-15,Senior,1.0
195,195,Masters,0-15,Junior,0.844155844155844
195,195,Masters,15-30+,Junior,0.155844155844156
196,196,Masters,15-30+,Manager,1.0
197,197,Masters,0-15,Senior,1.0
198,198,PhD,15-30+,Senior,1.0
199,199,Masters,0-15,Manager,0.844155844155844
199,199,Masters,15-30+,Manager,0.155844155844156
200,200,Masters,0-15,Senior,1.0
201,201,Masters,15-30+,Junior,0.7
201,201,PhD,15-30+,Junior,0.3
202,202,Masters,15-30+,Senior,0.7
202,202,PhD,15-30+,Senior,0.3
203,203,Masters,0-15,Senior,0.844155844155844
203,203,Masters,15-30+,Senior,0.155844155844156
204,204,Masters,0-15,Senior,0.844155844155844
204,204,Masters,15-30+,Senior,0.155844155844156
205,205,Masters,0-15,Junior,0.7
205,205,PhD,0-15,Junior,0.3
206,206,Masters,0-15,Junior,0.7
206,206,PhD,0-15,Junior,0.3
207,207,Masters,15-30+,Manager,0.7
207,207,PhD,15-30+,Manager,0.3
208,208,Masters,15-30+,Senior,1.0
209,209,Masters,0-15,Junior,1.0
210,210,Masters,15-30+,Senior,0.7
210,210,PhD,15-30+,Senior,0.3
211,211,Masters,15-30+,Manager,1.0
212,212,Masters,0-15,Senior,0.844155844155844
212,212,Masters,15-30+,Senior,0.155844155844156
213,213,Masters,0-15,Senior,0.844155844155844
213,213,Masters,15-30+,Senior,0.155844155844156
214,214,Masters,0-15,Senior,0.844155844155844
214,214,Masters,15-30+,Senior,0.155844155844156
215,215,Masters,0-15,Senior,0.590909090909091
215,215,Masters,15-30+,Senior,0.109090909090909
215,215,PhD,0-15,Senior,0.253246753246753
215,215,PhD,15-30+,Senior,0.0467532467532468
216,216,Masters,0-15,Junior,0.7
216,216,PhD,0-15,Junior,0.3
217,217,Masters,0-15,Senior,0.590909090909091
217,217,Masters,15-30+,Senior,0.109090909090909
217,217,PhD,0-15,Senior,0.253246753246753
217,217,PhD,15-30+,Senior,0.0467532467532468
218,218,PhD,0-15,Senior,0.844155844155844
218,218,PhD,15-30+,Senior,0.155844155844156
219,219,Masters,15-30+,Senior,0.7
219,219,PhD,15-30+,Senior,0.3
220,220,Masters,15-30+,Manager,1.0
221,221,Masters,0-15,Senior,0.7
221,221,PhD,0-15,Senior,0.3
222,222,Masters,0-15,Manager,1.0
223,223,PhD,0-15,Manager,1.0
224,224,PhD,15-30+,Manager,1.0
225,225,Masters,0-15,Senior,1.0
226,226,Masters,15-30+,Manager,1.0
227,227,Masters,0-15,Junior,0.590909090909091
227,227,Masters,15-30+,Junior,0.109090909090909
227,227,PhD,0-15,Junior,0.253246753246753
227,227,PhD,15-30+,Junior,0.0467532467532468
228,228,Masters,0-15,Manager,0.590909090909091
228,228,Masters,15-30+,Manager,0.109090909090909
228,228,PhD,0-15,Manager,0.253246753246753
228,228,PhD,15-30+,Manager,0.0467532467532468
229,229,Masters,0-15,Senior,0.844155844155844
229,229,Masters,15-30+,Senior,0.155844155844156
230,230,Masters,0-15,Junior,0.844155844155844
230,230,Masters,15-30+,Junior,0.155844155844156
231,231,PhD,0-15,Senior,1.0
232,232,Masters,15-30+,Manager,0.7
232,232,PhD,15-30+,Manager,0.3
233,233,Masters,15-30+,Senior,1.0
234,234,PhD,15-30+,Senior,1.0
235,235,Masters,0-15,Junior,0.7
235,235,PhD,0-15,Junior,0.3
236,236,PhD,0-15,Senior,0.844155844155844
236,236,PhD,15-30+,Senior,0.155844155844156
237,237,Masters,0-15,Senior,1.0
238,238,Masters,0-15,Junior,1.0
239,239,PhD,15-30+,Senior,1.0
240,240,Masters,15-30+,Senior,0.7
240,240,PhD,15-30+,Senior,0.3
241,241,Masters,0-15,Senior,0.7
241,241,PhD,0-15,Senior,0.3
242,242,Masters,0-15,Senior,0.844155844155844
242,242,Masters,15-30+,Senior,0.155844155844156
243,243,Masters,0-15,Senior,1.0
244,244,Masters,0-15,Junior,0.7
244,244,PhD,0-15,Junior,0.3
245,245,Masters,0-15,Senior,1.0
246,246,Masters,15-30+,Senior,1.0
247,247,Masters,0-15,Manager,0.844155844155844
247,247,Masters,15-30+,Manager,0.155844155844156
248,248,Masters,0-15,Junior,0.590909090909091
248,248,Masters,15-30+,Junior,0.109090909090909
248,248,PhD,0-15,Junior,0.253246753246753
248,248,PhD,15-30+,Junior,0.0467532467532468
249,249,Masters,15-30+,Senior,1.0
250,250,Masters,0-15,Senior,0.844155844155844
250,250,Masters,15-30+,Senior,0.155844155844156
251,251,Masters,0-15,Senior,1.0
252,252,Masters,15-30+,Manager,0.7
252,252,PhD,15-30+,Manager,0.3
253,253,Masters,0-15,Junior,0.844155844155844
253,253,Masters,15-30+,Junior,0.155844155844156
254,254,Masters,0-15,Junior,1.0
255,255,Masters,0-15,Manager,0.7
255,255,PhD,0-15,Manager,0.3
256,256,Masters,0-15,Senior,0.590909090909091
256,256,Masters,15-30+,Senior,0.109090909090909
256,256,PhD,0-15,Senior,0.253246753246753
256,256,PhD,15-30+,Senior,0.0467532467532468
257,257,Masters,15-30+,Manager,1.0
258,258,Masters,0-15,Junior,1.0
259,259,Masters,0-15,Senior,0.590909090909091
259,259,Masters,15-30+,Senior,0.109090909090909
259,259,PhD,0-15,Senior,0.253246753246753
259,259,PhD,15-30+,Senior,0.0467532467532468
260,260,Masters,15-30+,Senior,1.0
261,261,Masters,15-30+,Junior,0.7
261,261,PhD,15-30+,Junior,0.3
262,262,Masters,0-15,Senior,1.0
263,263,Masters,0-15,Senior,0.590909090909091
263,263,Masters,15-30+,Senior,0.109090909090909
263,263,PhD,0-15,Senior,0.253246753246753
263,263,PhD,15-30+,Senior,0.0467532467532468
264,264,Masters,0-15,Junior,0.7
264,264,PhD,0-15,Junior,0.3
265,265,Masters,0-15,Junior,0.844155844155844
265,265,Masters,15-30+,Junior,0.155844155844156
266,266,Masters,0-15,Senior,0.7
266,266,PhD,0-15,Senior,0.3
267,267,Masters,0-15,Senior,0.844155844155844
267,267,Masters,15-30+,Senior,0.155844155844156
268,268,Masters,0-15,Manager,0.844155844155844
268,268,Masters,15-30+,Manager,0.155844155844156
269,269,Masters,15-30+,Manager,1.0
270,270,Masters,0-15,Junior,1.0
271,271,Masters,15-30+,Senior,1.0
272,272,Masters,0-15,Senior,0.7
272,272,PhD,0-15,Senior,0.3
273,273,Masters,0-15,Manager,1.0
274,274,PhD,15-30+,Senior,1.0
275,275,Masters,15-30+,Manager,0.7
275,275,PhD,15-30+,Manager,0.3
276,276,Masters,0-15,Junior,0.7
276,276,PhD,0-15,Junior,0.3
277,277,Masters,0-15,Manager,1.0
278,278,Masters,15-30+,Senior,1.0
279,279,PhD,0-15,Junior,1.0
280,280,PhD,15-30+,Senior,1.0
281,281,Masters,15-30+,Senior,0.7
281,281,PhD,15-30+,Senior,0.3
282,282,Masters,15-30+,Senior,1.0
283,283,PhD,15-30+,Manager,1.0
284,284,Masters,0-15,Senior,0.590909090909091
284,284,Masters,15-30+,Senior,0.109090909090909
284,284,PhD,0-15,Senior,0.253246753246753
284,284,PhD,15-30+,Senior,0.0467532467532468
285,285,PhD,0-15,Senior,0.844155844155844
285,285,PhD,15-30+,Senior,0.155844155844156
286,286,Masters,15-30+,Senior,1.0
287,287,Masters,0-15,Senior,1.0
288,288,Masters,15-30+,Junior,1.0
289,289,Masters,0-15,Junior,0.7
289,289,PhD,0-15,Junior,0.3
290,290,Masters,0-15,Senior,0.844155844155844
290,290,Masters,15-30+,Senior,0.155844155844156
291,291,Masters,0-15,Manager,0.7
291,291,PhD,0-15,Manager,0.3
292,292,Masters,15-30+,Senior,1.0
293,293,Masters,0-15,Senior,1.0
294,294,Masters,0-15,Junior,0.844155844155844
294,294,Masters,15-30+,Junior,0.155844155844156
295,295,Masters,0-15,Senior,0.590909090909091
295,295,Masters,15-30+,Senior,0.109090909090909
295,295,PhD,0-15,Senior,0.253246753246753
295,295,PhD,15-30+,Senior,0.0467532467532468
296,296,Masters,0-15,Senior,0.7
296,296,PhD,0-15,Senior,0.3
297,297,Masters,15-30+,Senior,1.0
298,298,Masters,0-15,Senior,0.7
298,298,PhD,0-15,Senior,0.3
299,299,Masters,0-15,Senior,0.590909090909091
299,299,Masters,15-30+,Senior,0.109090909090909
299,299,PhD,0-15,Senior,0.253246753246753
299,299,PhD,15-30+,Senior,0.0467532467532468
300,300,Masters,15-30+,Senior,1.0
301,301,Masters,0-15,Senior,0.844155844155844
301,301,Masters,15-30+,Senior,0.155844155844156
302,302,PhD,15-30+,Senior,1.0
303,303,PhD,0-15,Senior,1.0
304,304,Masters,0-15,Manager,0.7
304,304,PhD,0-15,Manager,0.3
305,305,Masters,0-15,Manager,0.7
305,305,PhD,0-15,Manager,0.3
306,306,Masters,0-15,Senior,1.0
307,307,Masters,15-30+,Junior,1.0
308,308,Masters,15-30+,Manager,0.7
308,308,PhD,15-30+,Manager,0.3
309,309,Masters,0-15,Senior,1.0
310,310,Masters,0-15,Senior,0.7
310,310,PhD,0-15,Senior,0.3
311,311,Masters,0-15,Manager,0.844155844155844
311,311,Masters,15-30+,Manager,0.155844155844156
312,312,Masters,0-15,Junior,1.0
313,313,Masters,0-15,Senior,1.0
314,314,PhD,0-15,Manager,1.0
315,315,Masters,15-30+,Junior,1.0
316,316,Masters,15-30+,Manager,1.0
317,317,Masters,15-30+,Senior,1.0
318,318,PhD,15-30+,Manager,1.0
319,319,PhD,15-30+,Senior,1.0
320,320,Masters,0-15,Senior,1.0
321,321,Masters,0-15,Senior,0.7
321,321,PhD,0-15,Senior,0.3
322,322,Masters,0-15,Senior,0.7
322,322,PhD,0-15,Senior,0.3
323,323,PhD,0-15,Manager,1.0
324,324,PhD,0-15,Senior,0.844155844155844
324,324,PhD,15-30+,Senior,0.155844155844156
325,325,Masters,15-30+,Senior,1.0
326,326,Masters,15-30+,Junior,1.0
327,327,Masters,0-15,Senior,1.0
328,328,Masters,0-15,Senior,1.0
329,329,PhD,0-15,Senior,0.844155844155844
329,329,PhD,15-30+,Senior,0.155844155844156
330,330,Masters,15-30+,Senior,1.0
331,331,PhD,0-15,Manager,1.0
332,332,Masters,15-30+,Senior,1.0
333,333,PhD,0-15,Senior,0.844155844155844
333,333,PhD,15-30+,Senior,0.155844155844156
334,334,Masters,0-15,Junior,0.7
334,334,PhD,0-15,Junior,0.3
335,335,Masters,15-30+,Manager,0.7
335,335,PhD,15-30+,Manager,0.3
336,336,Masters,0-15,Senior,1.0
337,337,PhD,0-15,Senior,0.844155844155844
337,337,PhD,15-30+,Senior,0.155844155844156
338,338,Masters,0-15,Junior,0.7
338,338,PhD,0-15,Junior,0.3
339,339,Masters,0-15,Senior,0.844155844155844
339,339,Masters,15-30+,Senior,0.155844155844156
340,340,Masters,0-15,Junior,0.7
340,340,PhD,0-15,Junior,0.3
341,341,Masters,15-30+,Senior,1.0
342,342,PhD,0-15,Senior,1.0
343,343,Masters,0-15,Senior,0.844155844155844
343,343,Masters,15-30+,Senior,0.155844155844156
344,344,Masters,0-15,Junior,0.844155844155844
344,344,Masters,15-30+,Junior,0.155844155844156
345,345,PhD,0-15,Manager,1.0
346,346,Masters,0-15,Manager,0.844155844155844
346,346,Masters,15-30+,Manager,0.155844155844156
347,347,Masters,15-30+,Manager,1.0
348,348,Masters,15-30+,Senior,0.7
348,348,PhD,15-30+,Senior,0.3
349,349,Masters,15-30+,Senior,1.0
350,350,PhD,0-15,Senior,0.844155844155844
350,350,PhD,15-30+,Senior,0.155844155844156
351,351,Masters,0-15,Senior,0.844155844155844
351,351,Masters,15-30+,Senior,0.155844155844156
352,352,Masters,15-30+,Senior,1.0
353,353,PhD,0-15,Senior,1.0
354,354,Masters,0-15,Senior,1.0
355,355,Masters,15-30+,Senior,1.0
356,356,Masters,0-15,Junior,0.7
356,356,PhD,0-15,Junior,0.3
357,357,Masters,15-30+,Senior,0.7
357,357,PhD,15-30+,Senior,0.3
358,358,Masters,0-15,Senior,0.7
358,358,PhD,0-15,Senior,0.3
359,359,Masters,15-30+,Senior,1.0
360,360,Masters,15-30+,Senior,1.0
361,361,Masters,0-15,Manager,0.7
361,361,PhD,0-15,Manager,0.3
362,362,Masters,0-15,Junior,0.844155844155844
362,362,Masters,15-30+,Junior,0.155844155844156
363,363,Masters,0-15,Senior,1.0
364,364,PhD,0-15,Senior,0.844155844155844
364,364,PhD,15-30+,Senior,0.155844155844156
365,365,Masters,15-30+,Senior,0.7
365,365,PhD,15-30+,Senior,0.3
366,366,Masters,0-15,Senior,0.7
366,366,PhD,0-15,Senior,0.3
367,367,Masters,15-30+,Senior,1.0
368,368,Masters,15-30+,Senior,0.7
368,368,PhD,15-30+,Senior,0.3
369,369,Masters,15-30+,Manager,1.0
370,370,Masters,0-15,Senior,1.0
371,371,Masters,15-30+,Junior,0.7
371,371,PhD,15-30+,Junior,0.3
372,372,Masters,0-15,Junior,0.844155844155844
372,372,Masters,15-30+,Junior,0.155844155844156
373,373,Masters,0-15,Senior,0.7
373,373,PhD,0-15,Senior,0.3
374,374,Masters,0-15,Senior,1.0
375,375,PhD,0-15,Senior,1.0
376,376,Masters,15-30+,Senior,0.7
376,376,PhD,15-30+,Senior,0.3
377,377,Masters,15-30+,Senior,1.0
378,378,Masters,15-30+,Senior,0.7
378,378,PhD,15-30+,Senior,0.3
379,379,PhD,0-15,Senior,0.844155844155844
379,379,PhD,15-30+,Senior,0.155844155844156
380,380,Masters,0-15,Senior,0.844155844155844
380,380,Masters,15-30+,Senior,0.155844155844156
381,381,Masters,15-30+,Senior,0.7
381,381,PhD,15-30+,Senior,0.3
382,382,Masters,0-15,Junior,1.0
383,383,Masters,15-30+,Senior,0.7
383,383,PhD,15-30+,Senior,0.3
384,384,Masters,15-30+,Manager,1.0
385,385,Masters,0-15,Junior,1.0
386,386,PhD,0-15,Junior,1.0
